old_mag_name	new_mag_name	cluster	counts	Assembly_group	unique	score	completeness	contamination	length	length_MBp	est_genome_size	num_contigs	Largest.contig	GC	N50	N75	L50	L75	Region	Subregion	Depth	Sizefrac	Region_COLOR	Depth_COLOR	Sizefrac_COLOR	classification	domain	phylum	classs	order	family	genus	species	representation
MS-all-SRF-0-8-5-00_bin-201	TOPAZ_MSS1_P030	553_0	1	MS-all-SRF-0-8-5-00		97.11897036	97.45	0.51	4559701	4.559701	4.679015906	251	101228	59.19	27412	15860	49	103	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__	s__	unique
MS-all-SRF-0-8-5-00_bin-207	TOPAZ_MSS1_P033	600_0	1	MS-all-SRF-0-8-5-00		92.13279026	97.94	1.63	3867870	3.86787	3.949224015	134	129437	40.07	48482	26272	24	51	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda sp002167435	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muricauda	s__Muricauda sp002167435	NA
MS-all-SRF-0-8-5-00_bin-223	TOPAZ_MSS1_P038	288_0	1	MS-all-SRF-0-8-5-00	yes	94.5426148	92.79	0.11	2196426	2.196426	2.367093437	84	158751	54.17	40293	23711	17	34	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Henriciella;s__	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Hyphomonadaceae	g__Henriciella	s__	unique
MS-all-SRF-0-8-5-00_bin-236	TOPAZ_MSS1_P042	354_0	1	MS-all-SRF-0-8-5-00		69.11999403	91.54	4.9	3091686	3.091686	3.377415338	305	120185	59.33	14454	7459	61	135	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA8087;s__UBA8087 sp002171655	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__SM1A02	g__UBA8087	s__UBA8087 sp002171655	unique
MS-all-SRF-0-8-5-00_bin-270	TOPAZ_MSS1_P049	525_0	1	MS-all-SRF-0-8-5-00		87.02360339	96.09	2.25	3698027	3.698027	3.848503486	226	142393	58.23	23292	14076	43	93	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__Defluviicoccaceae;g__GCA-2689465;s__	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Defluviicoccales	f__Defluviicoccaceae	g__GCA-2689465	s__	unique
MS-all-SRF-0-8-5-00_bin-3	TOPAZ_MSS1_P063	223_0	1	MS-all-SRF-0-8-5-00		71.28107935	94.04	5	2324508	2.324508	2.471829009	183	118046	49.11	30350	9936	22	55	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__Litoricola;s__Litoricola sp002705795	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Litoricolaceae	g__Litoricola	s__Litoricola sp002705795	NA
MS-all-SRF-0-8-5-00_bin-321	TOPAZ_MSS1_P077	136_0	1	MS-all-SRF-0-8-5-00	yes	99.10932945	100	0.68	4289183	4.289183	4.289183	68	358277	42.05	104390	61705	13	26	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__	g__	s__	unique
MS-all-SRF-0-8-5-00_bin-331	TOPAZ_MSS1_P079	367_0	1	MS-all-SRF-0-8-5-00		80.42653901	96.59	3.68	4332809	4.332809	4.48577389	219	138372	71.06	29722	18935	45	89	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__GCA-2684655;s__	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA2386	f__UBA2386	g__GCA-2684655	s__	unique
MS-all-SRF-0-8-5-00_bin-354	TOPAZ_MSS1_P091	199_0	1	MS-all-SRF-0-8-5-00	yes	90.7805961	90.66	0.43	1576363	1.576363	1.738763512	69	115638	47.27	34769	21698	15	30	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4575;f__UBA4575;g__UBA1858;s__UBA1858 sp002338385	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__UBA4575	f__UBA4575	g__UBA1858	s__UBA1858 sp002338385	unique
MS-all-SRF-0-8-5-00_bin-369	TOPAZ_MSS1_P094	300_1	2	MS-all-SRF-0-8-5-00	yes	91.17737438	96.27	1.49	3075153	3.075153	3.194300405	148	202206	37.74	51850	21910	17	39	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__UBA2165;g__TMED23;s__TMED23 sp002168115	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__UBA2165	g__TMED23	s__TMED23 sp002168115	unique
MS-all-SRF-0-8-5-00_bin-400	TOPAZ_MSS1_P101	402_0	1	MS-all-SRF-0-8-5-00		91.5695322	92.06	0.53	1788098	1.788098	1.942318053	131	75728	51.23	20848	11060	26	56	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__UBA8317;g__UBA8317;s__UBA8317 sp002469865	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__UBA8317	g__UBA8317	s__UBA8317 sp002469865	unique
MS-all-SRF-0-8-5-00_bin-432	TOPAZ_MSS1_P113	281_0	1	MS-all-SRF-0-8-5-00		92.19228105	98.59	1.78	3377248	3.377248	3.42554823	65	312071	58.57	101056	45122	10	24	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halieaceae	g__Luminiphilus	s__	unique
MS-all-SRF-0-8-5-00_bin-453	TOPAZ_MSS1_P124	538_0	1	MS-all-SRF-0-8-5-00	yes	87.22251438	96.02	2.19	2257824	2.257824	2.351410123	142	96249	47.55	20185	14095	34	67	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA12202;s__UBA12202 sp002691725	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Puniceispirillales	f__UBA1172	g__UBA12202	s__UBA12202 sp002691725	unique
MS-all-SRF-0-8-5-00_bin-459	TOPAZ_MSS1_P126	113_1	4	MS-all-SRF-0-8-5-00		101.1108311	98.75	0	6331530	6.33153	6.411675949	198	232534	55.31	52682	30729	39	78	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula_B;s__Rhodopirellula_B sp002167455	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Rhodopirellula_B	s__Rhodopirellula_B sp002167455	unique
MS-all-SRF-0-8-5-00_bin-474	TOPAZ_MSS1_P131	272_0	1	MS-all-SRF-0-8-5-00	yes	69.41625585	91.67	4.87	1124211	1.124211	1.226367405	118	53168	29.65	15578	7445	22	49	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__HIMB114;s__HIMB114 sp002171085	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__HIMB114	s__HIMB114 sp002171085	unique
MS-all-SRF-0-8-5-00_bin-484	TOPAZ_MSS1_P136	624_0	1	MS-all-SRF-0-8-5-00	yes	73.67238834	90.92	3.91	2552290	2.55229	2.807182138	107	87207	37.2	40251	26773	21	41	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__MS024-2A	s__	unique
MS-all-SRF-0-8-5-00_bin-491	TOPAZ_MSS1_P139	315_1	2	MS-all-SRF-0-8-5-00		90.93012719	96.71	1.61	2817833	2.817833	2.913693517	129	160537	55.22	34694	20487	21	47	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Planctomycetota;c__UBA8108;o__UBA1146;f__UBA1146;g__UBA12191;s__	d__Bacteria	p__Planctomycetota	c__UBA8108	o__UBA1146	f__UBA1146	g__UBA12191	s__	unique
MS-all-SRF-0-8-5-00_bin-500	TOPAZ_MSS1_P142	349_0	1	MS-all-SRF-0-8-5-00		81.76955721	90.88	2.27	3519003	3.519003	3.872142386	203	135278	66.22	30138	13614	37	78	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA12014;s__UBA12014 sp002690755	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__SM1A02	g__UBA12014	s__UBA12014 sp002690755	NA
MS-all-SRF-0-8-5-00_bin-613	TOPAZ_MSS1_P174	187_0	1	MS-all-SRF-0-8-5-00		91.79144218	92.84	0.67	1422263	1.422263	1.531950668	70	107956	33.18	40076	21250	11	23	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__TMED25;g__TMED25;s__TMED25 sp002168075	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales_B	f__TMED25	g__TMED25	s__TMED25 sp002168075	unique
MS-all-SRF-0-8-5-00_bin-619	TOPAZ_MSS1_P176	376_0	1	MS-all-SRF-0-8-5-00		93.11773748	99.32	1.69	4961204	4.961204	4.995171164	267	91234	58.93	31295	15972	52	107	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__	g__	s__	unique
MS-all-SRF-0-8-5-00_bin-62	TOPAZ_MSS1_P177	573_0	1	MS-all-SRF-0-8-5-00	yes	82.84559484	93.69	2.57	3270104	3.270104	3.490344754	409	46180	38.72	10261	5870	94	197	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__EC70;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__DEV007	g__EC70	s__	unique
MS-all-SRF-0-8-5-00_bin-631	TOPAZ_MSS1_P180	196_1	2	MS-all-SRF-0-8-5-00	yes	99.01846637	98.52	0.37	3343421	3.343421	3.393646975	107	184579	48.74	49766	28059	20	42	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA7434;g__UBA7434;s__	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__UBA7434	g__UBA7434	s__	unique
MS-all-SRF-0-8-5-00_bin-643	TOPAZ_MSS1_P188	603_0	1	MS-all-SRF-0-8-5-00	yes	85.82792778	92.71	1.84	1854561	1.854561	2.000389386	78	99950	40.62	43237	22849	14	28	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA11891;s__UBA11891 sp003533785	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__UBA11891	s__UBA11891 sp003533785	unique
MS-all-SRF-0-8-5-00_bin-65	TOPAZ_MSS1_P190	88_0	1	MS-all-SRF-0-8-5-00		86.86783419	98.78	2.85	2451591	2.451591	2.481869812	170	126351	45.39	47388	12275	17	38	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-40;g__UBA3031;s__UBA3031 sp002167745	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-40	g__UBA3031	s__UBA3031 sp002167745	NA
MS-all-SRF-0-8-5-00_bin-660	TOPAZ_MSS1_P195	150_0	1	MS-all-SRF-0-8-5-00	yes	85.83962205	92.1	1.7	2030161	2.030161	2.20430076	106	104033	57.15	30147	16024	22	46	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA8653;s__UBA8653 sp002862275	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Phycisphaerales	f__SM1A02	g__UBA8653	s__UBA8653 sp002862275	unique
MS-all-SRF-0-8-5-00_bin-7	TOPAZ_MSS1_P205	110_0	1	MS-all-SRF-0-8-5-00		70.83707161	91.15	4.5	4081539	4.081539	4.477826659	258	84780	57.78	23667	13891	53	109	MS	all	SRF	0-8-5-00	#ce536b	#d0d1e6	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__HTCC2089	g__UBA4421	s__	unique
MS-all-SRF-180-2000-00_bin-119	TOPAZ_MSS4_P004	90_1	1	MS-all-SRF-180-2000-00	yes	101.1948687	98.9	0	1281250	1.28125	1.295500506	49	105021	29.41	38881	22950	12	22	MS	all	SRF	180-2000-00	#ce536b	#d0d1e6	#004529	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Midichloriaceae;g__Marinoinvertebrata;s__	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Midichloriaceae	g__Marinoinvertebrata	s__	unique
MS-all-SRF-180-2000-00_bin-45	TOPAZ_MSS4_P007	231_0	1	MS-all-SRF-180-2000-00	yes	73.42047885	95.06	4.72	5370913	5.370913	5.650024195	831	107296	33.98	8336	3596	94	372	MS	all	SRF	180-2000-00	#ce536b	#d0d1e6	#004529	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Paraphotobacterium;s__Paraphotobacterium marinum	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Paraphotobacterium	s__Paraphotobacterium marinum	unique
MS-all-SRF-180-2000-00_bin-50	TOPAZ_MSS4_P008	479_0	1	MS-all-SRF-180-2000-00		74.26856445	90.63	3.67	3727601	3.727601	4.112987973	503	38777	64.33	9487	5639	120	250	MS	all	SRF	180-2000-00	#ce536b	#d0d1e6	#004529	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus sediminilitoris	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracoccus	s__Paracoccus sediminilitoris	unique
MS-all-SRF-180-2000-00_bin-61	TOPAZ_MSS4_P012	576_0	1	MS-all-SRF-180-2000-00	yes	92.5944555	93.92	0.68	2459162	2.459162	2.618358177	266	49138	39.45	14090	7873	54	115	MS	all	SRF	180-2000-00	#ce536b	#d0d1e6	#004529	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA4506;g__;s__	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__UBA4506	g__	s__	unique
MS-all-SRF-5-20-00_bin-101	TOPAZ_MSS2_P001	555_0	1	MS-all-SRF-5-20-00	yes	79.47119105	91.89	3.04	2522904	2.522904	2.745569703	13	648033	45.38	365075	144131	3	6	MS	all	SRF	5/20/00	#ce536b	#d0d1e6	#addd8e	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA2705;s__UBA2705 sp002354205	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Micavibrionales	f__Micavibrionaceae	g__UBA2705	s__UBA2705 sp002354205	unique
MS-all-SRF-5-20-00_bin-52	TOPAZ_MSS2_P010	107_0	1	MS-all-SRF-5-20-00	yes	98.1298097	96.4	0.11	7009538	7.009538	7.271304979	334	226511	51.76	36276	17783	52	122	MS	all	SRF	5/20/00	#ce536b	#d0d1e6	#addd8e	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rubripirellula;s__Rubripirellula sp003513555	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Rubripirellula	s__Rubripirellula sp003513555	unique
MS-all-SRF-5-20-00_bin-7	TOPAZ_MSS2_P018	618_0	1	MS-all-SRF-5-20-00	yes	88.27971989	97.45	2.29	3395250	3.39525	3.484094407	153	143563	29.95	36261	19975	30	62	MS	all	SRF	5/20/00	#ce536b	#d0d1e6	#addd8e	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Polaribacter	s__	unique
MS-all-SRF-5-20-00_bin-74	TOPAZ_MSS2_P019	216_1	2	MS-all-SRF-5-20-00		84.76461446	95.77	2.67	3977756	3.977756	4.1534468	138	141743	43.75	48891	29197	25	51	MS	all	SRF	5/20/00	#ce536b	#d0d1e6	#addd8e	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas sp002831605	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Alteromonas	s__Alteromonas sp002831605	NA
NAO-all-DCM-0-8-5-00_bin-113	TOPAZ_NAD1_P007	433_1	3	NAO-all-DCM-0-8-5-00		100.1112628	97.88	0.06	5774178	5.774178	5.899241929	72	384365	62.62	115485	72854	15	31	NAO	all	DCM	0-8-5-00	#c76b4a	#74a9cf	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__Herbaspirillum huttiense	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Herbaspirillum	s__Herbaspirillum huttiense	NA
NAO-all-DCM-0-8-5-00_bin-118	TOPAZ_NAD1_P008	338_0	1	NAO-all-DCM-0-8-5-00		75.68700485	90.97	3.5	4688010	4.68801	5.15335825	290	108226	61.29	27165	13956	55	116	NAO	all	DCM	0-8-5-00	#c76b4a	#74a9cf	#f7fcb9	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__MED660;s__	d__Bacteria	p__Myxococcota_A	c__UBA9160	o__UBA9160	f__UBA4427	g__MED660	s__	unique
NAO-all-DCM-0-8-5-00_bin-147	TOPAZ_NAD1_P017	404_0	1	NAO-all-DCM-0-8-5-00		94.15570763	96.7	0.97	3560610	3.56061	3.682119959	139	139799	64.35	40871	22093	31	61	NAO	all	DCM	0-8-5-00	#c76b4a	#74a9cf	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas_C;s__Halomonas_C zincidurans	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Halomonas_C	s__Halomonas_C zincidurans	unique
NAO-all-DCM-0-8-5-00_bin-192	TOPAZ_NAD1_P031	434_1	5	NAO-all-DCM-0-8-5-00		92.03237764	98.11	1.72	5973251	5.973251	6.088320253	98	253065	64.46	110855	72235	19	35	NAO	all	DCM	0-8-5-00	#c76b4a	#74a9cf	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus pauculus_A	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidus pauculus_A	unique
NAO-all-DCM-0-8-5-00_bin-29	TOPAZ_NAD1_P047	68_2	2	NAO-all-DCM-0-8-5-00		101.1469859	98.75	0	4799890	4.79989	4.860648101	136	235005	48.52	62226	35875	21	46	NAO	all	DCM	0-8-5-00	#c76b4a	#74a9cf	#f7fcb9	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__UBA721;s__UBA721 sp002701385	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__UBA721	s__UBA721 sp002701385	NA
NAO-all-DCM-0-8-5-00_bin-33	TOPAZ_NAD1_P049	176_1	2	NAO-all-DCM-0-8-5-00		90.65992007	93.3	0.97	4125791	4.125791	4.422069668	237	65600	52.52	26293	15899	54	104	NAO	all	DCM	0-8-5-00	#c76b4a	#74a9cf	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae_A;g__UBA2009;s__UBA2009 sp002706025	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Saccharospirillaceae_A	g__UBA2009	s__UBA2009 sp002706025	NA
NAO-all-DCM-0-8-5-00_bin-73	TOPAZ_NAD1_P062	29_0	1	NAO-all-DCM-0-8-5-00	yes	86.50472758	95.36	2.2	2402765	2.402765	2.519678062	199	60663	62.43	19474	9697	40	83	NAO	all	DCM	0-8-5-00	#c76b4a	#74a9cf	#f7fcb9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA8752;s__	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__UA16	g__UBA8752	s__	unique
NAO-all-DCM-0-8-5-00_bin-97	TOPAZ_NAD1_P067	409_1	5	NAO-all-DCM-0-8-5-00		96.75625078	97.03	0.56	3928711	3.928711	4.048965268	61	301738	66.62	112850	65179	12	23	NAO	all	DCM	0-8-5-00	#c76b4a	#74a9cf	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax sp002313655	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Alcanivoracaceae	g__Alcanivorax	s__Alcanivorax sp002313655	NA
NAO-all-DCM-180-2000-00_bin-1	TOPAZ_NAD4_P001	221_2	2	NAO-all-DCM-180-2000-00		95.82562128	93.55	0	1225846	1.225846	1.310364511	44	103996	47.71	35583	24921	11	21	NAO	all	DCM	180-2000-00	#c76b4a	#74a9cf	#004529	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Hepatobacteraceae;g__;s__	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Holosporales	f__Hepatobacteraceae	g__	s__	unique
NAO-all-MES-0-8-5-00_bin-11	TOPAZ_NAM1_P003	593_0	1	NAO-all-MES-0-8-5-00		96.70532617	98.64	0.89	4557710	4.55771	4.620549473	72	360616	34.41	107313	69262	13	26	NAO	all	MES	0-8-5-00	#c76b4a	#023858	#f7fcb9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__Aquimarina sp002697475	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Aquimarina	s__Aquimarina sp002697475	unique
NAO-all-MES-0-8-5-00_bin-113	TOPAZ_NAM1_P004	112_0	1	NAO-all-MES-0-8-5-00	yes	71.08421491	90.03	4.19	3807171	3.807171	4.228780407	467	49268	66.53	10196	6096	110	228	NAO	all	MES	0-8-5-00	#c76b4a	#023858	#f7fcb9	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__GCA-2729515;s__	d__Bacteria	p__Myxococcota_A	c__UBA9160	o__UBA9160	f__SMWR01	g__GCA-2729515	s__	unique
NAO-all-MES-0-8-5-00_bin-116	TOPAZ_NAM1_P005	628_0	1	NAO-all-MES-0-8-5-00	yes	98.7441227	98.86	0.57	2950260	2.95026	2.984280801	19	624951	42.27	293931	171830	4	7	NAO	all	MES	0-8-5-00	#c76b4a	#023858	#f7fcb9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA4166;s__UBA4166 sp002379985	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__UBA4166	s__UBA4166 sp002379985	NA
NAO-all-MES-0-8-5-00_bin-126	TOPAZ_NAM1_P008	515_1	2	NAO-all-MES-0-8-5-00		88.54571411	97.23	2.22	5596889	5.596889	5.756339607	147	152098	66.9	67831	35059	29	55	NAO	all	MES	0-8-5-00	#c76b4a	#023858	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Jiella;s__Jiella sp002700095	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Jiella	s__Jiella sp002700095	NA
NAO-all-MES-0-8-5-00_bin-145	TOPAZ_NAM1_P017	486_1	2	NAO-all-MES-0-8-5-00		91.91902137	93.96	0.91	3633178	3.633178	3.866728395	61	271447	65.06	104242	57847	12	23	NAO	all	MES	0-8-5-00	#c76b4a	#023858	#f7fcb9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pacificitalea;s__Pacificitalea manganoxidans	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Pacificitalea	s__Pacificitalea manganoxidans	NA
